,doc_id,doc_hash,entity_hash,sentence,start_idx,end_idx,entity_type
57,11,a4dd26b1c4d6614da2c8a2f3e93f9494,9c3079fb7dc0dfa4e8b2b10daee3c1af,"Michelangelo, 'David'; marble - 1504, 17ft tall",24,30,MEDIUM
58,11,a4dd26b1c4d6614da2c8a2f3e93f9494,893df9c5a869d5a6354dc71631ad52bc,"Michelangelo, 'David'; marble - 1504, 17ft tall",33,37,DATE
59,11,a4dd26b1c4d6614da2c8a2f3e93f9494,7b8ba4de09f09abc94a040ed089d32ec,"Michelangelo, 'David'; marble - 1504, 17ft tall",39,47,DIMENSION
60,12,280d7aebdfc79191e216adf7f583a761,c12cb2aa7f2d667846efdbf27156d71d,"Picasso, 'Les Demoiselles d'Avignon' - 1907, 243.9cm x 233.7cm, oil on canvas",0,7,ARTIST
61,12,280d7aebdfc79191e216adf7f583a761,27793fdfd1ba7503b2925d65b53cc0af,"Picasso, 'Les Demoiselles d'Avignon' - 1907, 243.9cm x 233.7cm, oil on canvas",9,37,ART_TITLE
62,12,280d7aebdfc79191e216adf7f583a761,2c482bee129916f0ba285803c135402b,"Picasso, 'Les Demoiselles d'Avignon' - 1907, 243.9cm x 233.7cm, oil on canvas",40,44,DATE
63,12,280d7aebdfc79191e216adf7f583a761,32a82b31391004dc9f995b875706c624,"Picasso, 'Les Demoiselles d'Avignon' - 1907, 243.9cm x 233.7cm, oil on canvas",46,62,DIMENSION
64,12,280d7aebdfc79191e216adf7f583a761,74748476b239d5b43576c0d6d2d1f3b6,"Picasso, 'Les Demoiselles d'Avignon' - 1907, 243.9cm x 233.7cm, oil on canvas",64,77,MEDIUM
65,13,7c8add0c4f84577ca4eb71eb7329fae9,35a420f4ff3a596f49d20fa444f1cf1e,"Marcel Duchamp - 'Fountan', 1917; porcelain urinal, 60cm x 48cm",0,14,ARTIST
66,13,7c8add0c4f84577ca4eb71eb7329fae9,1378d90b4376960846063e777ca44380,"Marcel Duchamp - 'Fountan', 1917; porcelain urinal, 60cm x 48cm",17,25,ART_TITLE
67,13,7c8add0c4f84577ca4eb71eb7329fae9,e488829797b0bdc35b5f43c82f8c058e,"Marcel Duchamp - 'Fountan', 1917; porcelain urinal, 60cm x 48cm",27,31,DATE
68,13,7c8add0c4f84577ca4eb71eb7329fae9,ac768cd3710a1b4d51ac2aaf391b0bf1,"Marcel Duchamp - 'Fountan', 1917; porcelain urinal, 60cm x 48cm",33,50,MEDIUM
69,13,7c8add0c4f84577ca4eb71eb7329fae9,369928a986742c54e7492bc340cc797e,"Marcel Duchamp - 'Fountan', 1917; porcelain urinal, 60cm x 48cm",52,61,DIMENSION
70,14,ae0b3177d083255e9a4febae816678c4,aed1e2340e6426227cf61f5c6fe22ff2,"Georgia O'Keeffe, 'Red Canna' - 1924, 36x20in; oil on canvas",0,16,ARTIST
71,14,ae0b3177d083255e9a4febae816678c4,cf33b87b9ba874cb19fc30db9386af47,"Georgia O'Keeffe, 'Red Canna' - 1924, 36x20in; oil on canvas",18,28,ART_TITLE
72,14,ae0b3177d083255e9a4febae816678c4,b3ed3915b777508825e6309d74f3a924,"Georgia O'Keeffe, 'Red Canna' - 1924, 36x20in; oil on canvas",31,35,DATE
73,14,ae0b3177d083255e9a4febae816678c4,e82662d75a414faae01fcafe35ec4359,"Georgia O'Keeffe, 'Red Canna' - 1924, 36x20in; oil on canvas",37,44,DIMENSION
74,14,ae0b3177d083255e9a4febae816678c4,4ea40e3b12744b0b1e9a9862fbfa4dd4,"Georgia O'Keeffe, 'Red Canna' - 1924, 36x20in; oil on canvas",46,59,MEDIUM
75,15,227539a0b6615b10436de896a20ef60d,30c47e67d0fbed4f56e17b8212d8ce65,"Henri Matisse; 'The Dance', 1910 - 260cm x 391cm, oil on canvas",0,13,ARTIST
76,15,227539a0b6615b10436de896a20ef60d,f2e5760391a2609b692a6739523665e2,"Henri Matisse; 'The Dance', 1910 - 260cm x 391cm, oil on canvas",15,26,ART_TITLE
77,15,227539a0b6615b10436de896a20ef60d,d60f524eb8e952fd2baea63161ad8777,"Henri Matisse; 'The Dance', 1910 - 260cm x 391cm, oil on canvas",28,32,DATE
78,15,227539a0b6615b10436de896a20ef60d,1cee7b086b0a0364fcb7d71ac99a3c72,"Henri Matisse; 'The Dance', 1910 - 260cm x 391cm, oil on canvas",35,47,DIMENSION
79,15,227539a0b6615b10436de896a20ef60d,20ff5abfb68b511e408ebdb6658efd83,"Henri Matisse; 'The Dance', 1910 - 260cm x 391cm, oil on canvas",49,62,MEDIUM
80,16,86e4e18287b01393fb4eb7856a524439,0d42ee138382e68e4bfac311f1f1c01e,"Frida Kahlo, 'The Two Fridas' - 1939; 173cm x 173cm, oil on canvas",0,11,ARTIST
81,16,86e4e18287b01393fb4eb7856a524439,e0c847a08d71bb9464027f7a5ca82ab4,"Frida Kahlo, 'The Two Fridas' - 1939; 173cm x 173cm, oil on canvas",13,29,ART_TITLE
82,16,86e4e18287b01393fb4eb7856a524439,03d13df392192c7bbaa3299663512242,"Frida Kahlo, 'The Two Fridas' - 1939; 173cm x 173cm, oil on canvas",32,36,DATE
83,16,86e4e18287b01393fb4eb7856a524439,efcb0ce140c1f31e6750d6e38d29ed50,"Frida Kahlo, 'The Two Fridas' - 1939; 173cm x 173cm, oil on canvas",38,50,DIMENSION
84,16,86e4e18287b01393fb4eb7856a524439,344f58ccc89953616cb84aa28f6d4aa8,"Frida Kahlo, 'The Two Fridas' - 1939; 173cm x 173cm, oil on canvas",52,65,MEDIUM
85,17,b4101710eaf990fb4ffac15760d74c9c,7d75a9a642535ed05cdfd5fcd6258354,"Jackson Pollock; 'No. 5, 1948', 1948 - 8ft x 4ft; oil on fiberboard",0,15,ARTIST
86,17,b4101710eaf990fb4ffac15760d74c9c,05d9bc1f8606094847cef6ba2905f328,"Jackson Pollock; 'No. 5, 1948', 1948 - 8ft x 4ft; oil on fiberboard",17,30,ART_TITLE
87,17,b4101710eaf990fb4ffac15760d74c9c,2d5a56cc2ad92f095191492045a4e708,"Jackson Pollock; 'No. 5, 1948', 1948 - 8ft x 4ft; oil on fiberboard",32,36,DATE
88,17,b4101710eaf990fb4ffac15760d74c9c,6442a8252ea056dbb1dc4ad8dc5eacf3,"Jackson Pollock; 'No. 5, 1948', 1948 - 8ft x 4ft; oil on fiberboard",39,47,DIMENSION
89,17,b4101710eaf990fb4ffac15760d74c9c,496cb4bd06459a917d08cc91daaa8095,"Jackson Pollock; 'No. 5, 1948', 1948 - 8ft x 4ft; oil on fiberboard",49,66,MEDIUM
90,18,b23dd92da773f995f72df24672e7192c,7a3fcddc88c685461d73b2d8110ac77f,"Andy Warhol - 'Campbell's Soup Cans', 1962; 51cm x 41cm, synthetic polymer paint",0,11,ARTIST
91,18,b23dd92da773f995f72df24672e7192c,c21ecdd15b87e4809265308d13b94e8e,"Andy Warhol - 'Campbell's Soup Cans', 1962; 51cm x 41cm, synthetic polymer paint",14,36,ART_TITLE
92,18,b23dd92da773f995f72df24672e7192c,5f9cdc00f5b8410257a80620e2332522,"Andy Warhol - 'Campbell's Soup Cans', 1962; 51cm x 41cm, synthetic polymer paint",38,42,DATE
93,18,b23dd92da773f995f72df24672e7192c,0f918c82038f778ab436ba4f5da648e4,"Andy Warhol - 'Campbell's Soup Cans', 1962; 51cm x 41cm, synthetic polymer paint",44,54,DIMENSION
94,18,b23dd92da773f995f72df24672e7192c,71c2b6f1b0c8ef9b55c717a81a987dcd,"Andy Warhol - 'Campbell's Soup Cans', 1962; 51cm x 41cm, synthetic polymer paint",56,81,MEDIUM
95,19,2c8ff3641248783e6586a81935f862a9,3f1656d9378d25ab9ee642bd1aab2218,"Gustav Klimt, 'The Kiss' - 1908, 180cm by 180cm; oil and gold leaf",0,12,ARTIST
96,19,2c8ff3641248783e6586a81935f862a9,1b02df5d3f23185cd3fdea1a8f4ee1c5,"Gustav Klimt, 'The Kiss' - 1908, 180cm by 180cm; oil and gold leaf",14,23,ART_TITLE
97,19,2c8ff3641248783e6586a81935f862a9,19c5cf3b3cd6d5ddfec83e23992915a7,"Gustav Klimt, 'The Kiss' - 1908, 180cm by 180cm; oil and gold leaf",26,30,DATE
98,19,2c8ff3641248783e6586a81935f862a9,cdb1c3b6f527c986df30be84ee58b4c0,"Gustav Klimt, 'The Kiss' - 1908, 180cm by 180cm; oil and gold leaf",32,46,DIMENSION
99,19,2c8ff3641248783e6586a81935f862a9,86f566dbfad40e8978f81a3a5449a2b0,"Gustav Klimt, 'The Kiss' - 1908, 180cm by 180cm; oil and gold leaf",48,64,MEDIUM
100,20,68dfd4818dd35abcddfbc20c8ae6f3d0,028b5f5f073a0a95fd689412127191b1,"Raphael; 'School of Athens', 1509 - 500cm x 770cm, fresco",0,7,ARTIST
101,20,68dfd4818dd35abcddfbc20c8ae6f3d0,8ffbdcbb41e306b1bd618d3673b2f24f,"Raphael; 'School of Athens', 1509 - 500cm x 770cm, fresco",9,27,ART_TITLE
102,20,68dfd4818dd35abcddfbc20c8ae6f3d0,a610cb5ebe8c043d4b4d093abe016a98,"Raphael; 'School of Athens', 1509 - 500cm x 770cm, fresco",29,33,DATE
103,20,68dfd4818dd35abcddfbc20c8ae6f3d0,a8d938a280a6cbec8b69179e3881fb57,"Raphael; 'School of Athens', 1509 - 500cm x 770cm, fresco",36,48,DIMENSION
104,20,68dfd4818dd35abcddfbc20c8ae6f3d0,b4aa53907103e2a46084f9dc4604c66b,"Raphael; 'School of Athens', 1509 - 500cm x 770cm, fresco",50,56,MEDIUM
105,21,2bcc5b849516ea68ae5d1b68819f01a4,4b7f78083511a81a9f2f94ee28605a8f,"Edvard Munch; 'The Skriek' - 1893, 91cm x 73cm, oil pastel",0,12,ARTIST
106,21,2bcc5b849516ea68ae5d1b68819f01a4,870239ff5dae22a301b4bb611d1d468a,"Edvard Munch; 'The Skriek' - 1893, 91cm x 73cm, oil pastel",15,26,ART_TITLE
107,21,2bcc5b849516ea68ae5d1b68819f01a4,3c036de34ee970b72269592b1aadc7bf,"Edvard Munch; 'The Skriek' - 1893, 91cm x 73cm, oil pastel",29,33,DATE
108,21,2bcc5b849516ea68ae5d1b68819f01a4,857298f1b2735bf68a5c68bdf41dbde3,"Edvard Munch; 'The Skriek' - 1893, 91cm x 73cm, oil pastel",35,45,DIMENSION
109,21,2bcc5b849516ea68ae5d1b68819f01a4,2d05644cf52dce859c1e9f92d08bde69,"Edvard Munch; 'The Skriek' - 1893, 91cm x 73cm, oil pastel",47,57,MEDIUM
110,22,11547c2577e9d027037c89dc7576f3bc,3291304878485a6121f686f9a9622552,"Leonardo da Vinci, 'The Last Supper'; 1498 - 460cm x 880cm, tempera on gesso",0,17,ARTIST
111,22,11547c2577e9d027037c89dc7576f3bc,7ebb0390594f0f10fc421e285597db78,"Leonardo da Vinci, 'The Last Supper'; 1498 - 460cm x 880cm, tempera on gesso",19,35,ART_TITLE
112,22,11547c2577e9d027037c89dc7576f3bc,95924447cec10aa4a0f22ecf2e2b691d,"Leonardo da Vinci, 'The Last Supper'; 1498 - 460cm x 880cm, tempera on gesso",38,42,DATE
113,22,11547c2577e9d027037c89dc7576f3bc,a0a9bdf6bc9a08cfda74411dde15d41a,"Leonardo da Vinci, 'The Last Supper'; 1498 - 460cm x 880cm, tempera on gesso",45,57,DIMENSION
114,22,11547c2577e9d027037c89dc7576f3bc,9508fde3cde7a2a4a3ca84e60c42a532,"Leonardo da Vinci, 'The Last Supper'; 1498 - 460cm x 880cm, tempera on gesso",59,74,MEDIUM
115,23,81c4be19db4b5647255141ab09b9ea76,8c7134ec0ed7737419689c632650d04d,"The Starry Night by Vncent van Gogh - canvas, 73x92 cm - 1889",21,36,ARTIST
116,23,81c4be19db4b5647255141ab09b9ea76,08a8eb751d2dee761ee60be38b5576e9,"The Starry Night by Vncent van Gogh - canvas, 73x92 cm - 1889",4,18,ART_TITLE
117,23,81c4be19db4b5647255141ab09b9ea76,423f0e359dc1b5dc635f8a923d64c652,"The Starry Night by Vncent van Gogh - canvas, 73x92 cm - 1889",39,45,MEDIUM
118,23,81c4be19db4b5647255141ab09b9ea76,b714e7d0732f2df62744355eb65ecab4,"The Starry Night by Vncent van Gogh - canvas, 73x92 cm - 1889",47,54,DIMENSION
119,23,81c4be19db4b5647255141ab09b9ea76,81be66bff64dbaa45ae830b57cf2759b,"The Starry Night by Vncent van Gogh - canvas, 73x92 cm - 1889",57,61,DATE
120,24,319747f569ea9b94712c98d6654f338c,1b883bf4b84ce704e8ced2ba3026eb85,Michelangelo's 'David' - marble; 17ft high; 1504,0,12,ARTIST
121,24,319747f569ea9b94712c98d6654f338c,11ff996964c7fab84a52ff1905fdf901,Michelangelo's 'David' - marble; 17ft high; 1504,15,22,ART_TITLE
122,24,319747f569ea9b94712c98d6654f338c,ab5a3d3b4f524daf8cba6aaa950cb446,Michelangelo's 'David' - marble; 17ft high; 1504,25,31,MEDIUM
123,24,319747f569ea9b94712c98d6654f338c,c34b90911a85447622179e454e2468d9,Michelangelo's 'David' - marble; 17ft high; 1504,33,41,DIMENSION
124,24,319747f569ea9b94712c98d6654f338c,450f3b8d2546be0b2c9da09f7687f442,Michelangelo's 'David' - marble; 17ft high; 1504,43,47,DATE
125,25,817148beb799b676ba03fc019eae7971,a8e7252fabd297ae8236e106c35a3949,"Monet's 'Water Lillies', oil on canvas - 200x100 cm - 1916",0,5,ARTIST
126,25,817148beb799b676ba03fc019eae7971,a4330ad1106a508787a8be817bae8dde,"Monet's 'Water Lillies', oil on canvas - 200x100 cm - 1916",8,22,ART_TITLE
127,25,817148beb799b676ba03fc019eae7971,f4baba2bb4f09e3752be2ea0cb21a06b,"Monet's 'Water Lillies', oil on canvas - 200x100 cm - 1916",24,38,MEDIUM
128,25,817148beb799b676ba03fc019eae7971,649650188e37faa17e6f1fc065ca825e,"Monet's 'Water Lillies', oil on canvas - 200x100 cm - 1916",41,50,DIMENSION
129,25,817148beb799b676ba03fc019eae7971,06e8ba6df65eb3938890ce5b0098be52,"Monet's 'Water Lillies', oil on canvas - 200x100 cm - 1916",53,57,DATE
130,26,905fb9c6d999a3408fcaa763d6987ec2,5f1662c009a32e97449faf751f5a30a0,'The Persistence of Memory' by Salvador Dali - oil on canvas; 24x33cm; 1931,30,43,ARTIST
131,26,905fb9c6d999a3408fcaa763d6987ec2,be566b9a1096f4a4815c06d499c88c6b,'The Persistence of Memory' by Salvador Dali - oil on canvas; 24x33cm; 1931,1,26,ART_TITLE
132,26,905fb9c6d999a3408fcaa763d6987ec2,8117bf7de9871e178283f19ada43512f,'The Persistence of Memory' by Salvador Dali - oil on canvas; 24x33cm; 1931,46,60,MEDIUM
133,26,905fb9c6d999a3408fcaa763d6987ec2,fe3c0d780ddb92a060ab59f41b5c644e,'The Persistence of Memory' by Salvador Dali - oil on canvas; 24x33cm; 1931,62,69,DIMENSION
134,26,905fb9c6d999a3408fcaa763d6987ec2,0d97412c3085234f32ccdb9b38891bbe,'The Persistence of Memory' by Salvador Dali - oil on canvas; 24x33cm; 1931,71,75,DATE
135,27,99e0d279143e46b8930f2054fb1ec6fb,1fa7d709ab2bb31c124fe22dcedf9520,"Picasso's 'Guernica' - oil on canvas, 349 cm x 776 cm - 1937",0,7,ARTIST
136,27,99e0d279143e46b8930f2054fb1ec6fb,3f4c09d953970b35edfb1bd84793834c,"Picasso's 'Guernica' - oil on canvas, 349 cm x 776 cm - 1937",10,19,ART_TITLE
137,27,99e0d279143e46b8930f2054fb1ec6fb,124b3a50ea798f4cbd7134129cd14ded,"Picasso's 'Guernica' - oil on canvas, 349 cm x 776 cm - 1937",22,36,MEDIUM
138,27,99e0d279143e46b8930f2054fb1ec6fb,a64d8f51debdaf3e6cbddf5d9dc12286,"Picasso's 'Guernica' - oil on canvas, 349 cm x 776 cm - 1937",38,53,DIMENSION
139,27,99e0d279143e46b8930f2054fb1ec6fb,821eab54e8a21958e64496c8ac615f65,"Picasso's 'Guernica' - oil on canvas, 349 cm x 776 cm - 1937",56,60,DATE
140,28,fa83abc841d4c1a3fd22509996f63dda,98985f89581852eb966a9c86a58cdee3,The Birth of Venus by Sandro Botticelli - tempera on canvas; 172.5x278.5cm - 1486,21,38,ARTIST
141,28,fa83abc841d4c1a3fd22509996f63dda,20e13f8a70cbcf2d236733136a51b486,The Birth of Venus by Sandro Botticelli - tempera on canvas; 172.5x278.5cm - 1486,0,17,ART_TITLE
142,28,fa83abc841d4c1a3fd22509996f63dda,69ffa78bcd4ca6026e58a81ee3e0da70,The Birth of Venus by Sandro Botticelli - tempera on canvas; 172.5x278.5cm - 1486,41,58,MEDIUM
